#pid	gene_ids	eids	pathfinders	sif_edges
'p147'	'ISG15'|'OAS1'|'PTAFR'|'IRF7'	'edge3392'|'edge4665'|'edge763'	'protein_path'	ISG15 u OAS1|OAS1 u PTAFR|PTAFR u IRF7
'p148'	'APP'|'C3'|'IFITM1'|'IRF7'	'edge3674'|'edge253'|'edge4555'	'protein_path'	APP u C3|C3 u IFITM1|IFITM1 u IRF7
'p149'	'ISG15'|'IP6K2'|'IFI6'|'IRF7'	'edge2617'|'edge5646'|'edge947'	'protein_path'	ISG15 u IP6K2|IP6K2 u IFI6|IFI6 u IRF7
'p150'	'APP'|'NPY'|'LEP'|'STAT1'	'edge5575'|'edge1810'|'edge4856'	'protein_path'	APP u NPY|NPY d LEP|LEP d STAT1
'p151'	'APP'|'TUBB'|'XPO1'|'STAT1'	'edge1665'|'edge4208'|'edge3725'	'protein_path'	APP u TUBB|TUBB u XPO1|XPO1 u STAT1
'p152'	'ISG15'|'IRF8'|'HLA-C'|'IRF7'	'edge2714'|'edge3244'|'edge4966'	'protein_path'	ISG15 u IRF8|IRF8 u HLA-C|HLA-C u IRF7
'p153'	'ISG15'|'IRF4'|'IFIT1'|'IRF7'	'edge2819'|'edge543'|'edge5458'	'protein_path'	ISG15 u IRF4|IRF4 u IFIT1|IFIT1 u IRF7
'p154'	'THBS1'|'FYN'|'PIK3CG'|'FGFR3'	'edge4804'|'edge389'|'edge396'	'protein_path'	THBS1 u FYN|FYN d PIK3CG|PIK3CG u FGFR3
'p155'	'THBS1'|'LRP1'|'CASP8'|'STAT1'	'edge2578'|'edge277'|'edge2543'	'protein_path'	THBS1 u LRP1|LRP1 u CASP8|CASP8 d STAT1
'p156'	'ISG15'|'EGR1'|'CREBBP'|'NUPR1'	'edge5772'|'edge720'|'edge2717'	'protein_path'	ISG15 u EGR1|EGR1 u CREBBP|CREBBP u NUPR1
'p157'	'ISG15'|'UBE2D3'|'TRIM28'|'STAT1'	'edge2744'|'edge2569'|'edge3320'	'protein_path'	ISG15 u UBE2D3|UBE2D3 u TRIM28|TRIM28 u STAT1
'p158'	'APP'|'CALCA'|'B2M'|'IRF7'	'edge1251'|'edge2740'|'edge727'	'protein_path'	APP u CALCA|CALCA u B2M|B2M u IRF7
'p159'	'ISG15'|'IRF9'|'IRF5'|'STAT1'	'edge1084'|'edge1200'|'edge3807'	'protein_path'	ISG15 u IRF9|IRF9 u IRF5|IRF5 u STAT1
'p160'	'APP'|'COPS5'|'DDB1'|'STAT1'	'edge4078'|'edge4593'|'edge3431'	'protein_path'	APP u COPS5|COPS5 u DDB1|DDB1 u STAT1
'p161'	'LAMB1'|'ITGA7'|'TP63'|'FGFR3'	'edge5768'|'edge5250'|'edge1790'	'protein_path'	LAMB1 u ITGA7|ITGA7 d TP63|TP63 d FGFR3
'p162'	'ISG15'|'IRF1'|'IFIT1'|'STAT1'	'edge4241'|'edge1563'|'edge2145'	'protein_path'	ISG15 u IRF1|IRF1 u IFIT1|IFIT1 d STAT1
'p163'	'FGFR3'|'HSP90AB1'|'IP6K2'|'IRF7'	'edge4927'|'edge3327'|'edge3648'	'merlin_path'	FGFR3 u HSP90AB1|HSP90AB1 u IP6K2|IP6K2 u IRF7
'p164'	'APP'|'HSP90AA1'|'CDK2'|'MOK'	'edge1963'|'edge494'|'edge2963'	'protein_path'	APP u HSP90AA1|HSP90AA1 u CDK2|CDK2 u MOK
'p165'	'ISG15'|'IFIT2'|'IRF5'|'STAT1'	'edge5163'|'edge4441'|'edge3807'	'protein_path'	ISG15 u IFIT2|IFIT2 u IRF5|IRF5 u STAT1
'p166'	'ISG15'|'EXOC4'|'MYC'|'NMI'	'edge2684'|'edge3731'|'edge3110'	'protein_path'	ISG15 u EXOC4|EXOC4 u MYC|MYC u NMI
'p167'	'ISG15'|'EIF4E'|'ARIH1'|'STAT1'	'edge1353'|'edge884'|'edge4350'	'protein_path'	ISG15 d EIF4E|EIF4E d ARIH1|ARIH1 d STAT1
'p168'	'ISG15'|'IRF8'|'IFI6'|'IRF7'	'edge2714'|'edge2287'|'edge947'	'protein_path'	ISG15 u IRF8|IRF8 u IFI6|IFI6 u IRF7
'p169'	'FGFR3'|'NCAM1'|'IRF7'	'edge4446'|'edge2228'	'merlin_path'	FGFR3 u NCAM1|NCAM1 u IRF7
'p170'	'APP'|'MAPK1'|'KAT5'|'NMI'	'edge2168'|'edge325'|'edge4142'	'protein_path'	APP u MAPK1|MAPK1 d KAT5|KAT5 u NMI
'p171'	'APP'|'HSPA8'|'AGO4'|'TRIM21'	'edge1229'|'edge84'|'edge4899'	'protein_path'	APP u HSPA8|HSPA8 u AGO4|AGO4 u TRIM21
'p172'	'APP'|'ADORA1'|'SMAD2'|'IRF7'	'edge2096'|'edge5621'|'edge4260'	'protein_path'	APP u ADORA1|ADORA1 u SMAD2|SMAD2 u IRF7
'p173'	'FGFR3'|'HSP90AA1'|'HSF1'|'STAT1'	'edge157'|'edge2283'|'edge2256'	'merlin_path'	FGFR3 u HSP90AA1|HSP90AA1 u HSF1|HSF1 u STAT1
'p174'	'FGFR3'|'MAPK13'|'MAPK14'|'STAT1'	'edge4912'|'edge2551'|'edge514'	'merlin_path'	FGFR3 u MAPK13|MAPK13 d MAPK14|MAPK14 d STAT1
'p175'	'APP'|'APOE'|'TLR2'|'STAT1'	'edge680'|'edge182'|'edge2552'	'protein_path'	APP u APOE|APOE d TLR2|TLR2 d STAT1
'p176'	'THBS1'|'IGFBP5'|'IGFBP3'|'STAT1'	'edge3284'|'edge1590'|'edge4565'	'protein_path'	THBS1 u IGFBP5|IGFBP5 u IGFBP3|IGFBP3 d STAT1
'p177'	'APP'|'YWHAZ'|'TP53'|'STAT1'	'edge5655'|'edge3488'|'edge1346'	'protein_path'	APP u YWHAZ|YWHAZ u TP53|TP53 u STAT1
'p178'	'APP'|'KAT5'|'MAP3K1'|'TRIM5'	'edge1643'|'edge5706'|'edge2952'	'protein_path'	APP u KAT5|KAT5 u MAP3K1|MAP3K1 u TRIM5
'p179'	'APP'|'GSK3B'|'E2F1'|'STAT1'	'edge4726'|'edge3608'|'edge952'	'protein_path'	APP u GSK3B|GSK3B u E2F1|E2F1 u STAT1
'p180'	'FGFR3'|'HSPA8'|'ISG15'|'STAT1'	'edge3543'|'edge5529'|'edge2010'	'merlin_path'	FGFR3 u HSPA8|HSPA8 u ISG15|ISG15 d STAT1
'p181'	'COLGALT1'|'ELAVL1'|'PTPN11'|'STAT1'	'edge5760'|'edge709'|'edge5802'	'protein_path'	COLGALT1 u ELAVL1|ELAVL1 u PTPN11|PTPN11 d STAT1
'p182'	'APP'|'FN1'|'HSPA4'|'FGFR3'	'edge3831'|'edge992'|'edge3228'	'protein_path'	APP d FN1|FN1 d HSPA4|HSPA4 u FGFR3
'p183'	'APP'|'BGN'|'AGT'|'STAT1'	'edge416'|'edge3500'|'edge224'	'protein_path'	APP u BGN|BGN d AGT|AGT d STAT1
'p184'	'THBS1'|'MYB'|'PITX2'|'MOK'	'edge4944'|'edge1278'|'edge4814'	'protein_path'	THBS1 d MYB|MYB u PITX2|PITX2 u MOK
'p185'	'APP'|'EDN1'|'MAPK1'|'STAT1'	'edge1966'|'edge3817'|'edge5698'	'protein_path'	APP u EDN1|EDN1 d MAPK1|MAPK1 d STAT1
'p186'	'THBS1'|'TGFB1'|'FGF2'|'FGFR3'	'edge4931'|'edge5397'|'edge197'	'protein_path'	THBS1 u TGFB1|TGFB1 d FGF2|FGF2 u FGFR3
'p187'	'FGFR3'|'PIK3CD'|'MTOR'|'STAT1'	'edge2541'|'edge97'|'edge3087'	'merlin_path'	FGFR3 u PIK3CD|PIK3CD d MTOR|MTOR d STAT1
'p188'	'APP'|'NGFR'|'PIAS2'|'STAT1'	'edge2247'|'edge4131'|'edge5504'	'protein_path'	APP u NGFR|NGFR u PIAS2|PIAS2 d STAT1
'p189'	'APP'|'HSPA4'|'TLR4'|'STAT1'	'edge850'|'edge243'|'edge168'	'protein_path'	APP u HSPA4|HSPA4 u TLR4|TLR4 d STAT1
'p190'	'APP'|'GRB2'|'SH2B1'|'FGFR3'	'edge558'|'edge5881'|'edge3646'	'protein_path'	APP u GRB2|GRB2 u SH2B1|SH2B1 u FGFR3
'p191'	'APP'|'SHC4'|'GRB2'|'FGFR3'	'edge162'|'edge738'|'edge5887'	'protein_path'	APP u SHC4|SHC4 u GRB2|GRB2 u FGFR3
'p192'	'ISG15'|'POLR1B'|'ACTA1'|'NMI'	'edge354'|'edge1095'|'edge1575'	'protein_path'	ISG15 u POLR1B|POLR1B u ACTA1|ACTA1 u NMI
'p193'	'THBS1'|'ELAVL1'|'CREBBP'|'IRF7'	'edge5365'|'edge2182'|'edge3336'	'protein_path'	THBS1 u ELAVL1|ELAVL1 u CREBBP|CREBBP u IRF7
'p194'	'THBS1'|'SCARB2'|'CDH2'|'FGFR3'	'edge3887'|'edge2221'|'edge2453'	'protein_path'	THBS1 u SCARB2|SCARB2 u CDH2|CDH2 u FGFR3
'p195'	'APP'|'CAV1'|'KRAS'|'STAT1'	'edge3011'|'edge657'|'edge3432'	'protein_path'	APP u CAV1|CAV1 u KRAS|KRAS d STAT1
'p196'	'ISG15'|'UBE2E1'|'RELA'|'STAT1'	'edge429'|'edge2418'|'edge1420'	'protein_path'	ISG15 d UBE2E1|UBE2E1 d RELA|RELA u STAT1
'p197'	'ISG15'|'MAPK3'|'CDC37'|'FGFR3'	'edge4519'|'edge1529'|'edge2892'	'protein_path'	ISG15 d MAPK3|MAPK3 u CDC37|CDC37 u FGFR3
'p198'	'APP'|'GAS6'|'AKT1'|'STAT1'	'edge5265'|'edge4265'|'edge2741'	'protein_path'	APP d GAS6|GAS6 d AKT1|AKT1 d STAT1
'p199'	'APP'|'NEDD8'|'PIAS2'|'STAT1'	'edge3797'|'edge5738'|'edge5504'	'protein_path'	APP u NEDD8|NEDD8 u PIAS2|PIAS2 d STAT1
'p200'	'ISG15'|'CCND1'|'STAT2'|'NMI'	'edge4086'|'edge5304'|'edge1173'	'protein_path'	ISG15 u CCND1|CCND1 d STAT2|STAT2 u NMI
'p201'	'ISG15'|'PLCG1'|'CBL'|'TRIM21'	'edge1236'|'edge3205'|'edge604'	'protein_path'	ISG15 d PLCG1|PLCG1 d CBL|CBL u TRIM21
'p202'	'FGFR3'|'TP63'|'AGT'|'STAT1'	'edge1521'|'edge2257'|'edge224'	'merlin_path'	FGFR3 d TP63|TP63 u AGT|AGT d STAT1
'p203'	'FGFR3'|'STAT3'|'PTPN11'|'STAT1'	'edge2835'|'edge2508'|'edge5802'	'merlin_path'	FGFR3 d STAT3|STAT3 u PTPN11|PTPN11 d STAT1
'p204'	'FGFR3'|'GRB2'|'PIK3CA'|'STAT1'	'edge5887'|'edge4572'|'edge4233'	'merlin_path'	FGFR3 u GRB2|GRB2 u PIK3CA|PIK3CA d STAT1
'p205'	'APP'|'NPPA'|'PRL'|'STAT1'	'edge3822'|'edge5631'|'edge85'	'protein_path'	APP u NPPA|NPPA u PRL|PRL d STAT1
'p206'	'ISG15'|'IP6K2'|'IRF3'|'TRIM21'	'edge2617'|'edge5480'|'edge4720'	'protein_path'	ISG15 u IP6K2|IP6K2 u IRF3|IRF3 u TRIM21
'p207'	'ISG15'|'IRF9'|'GBP1'|'IRF7'	'edge1084'|'edge3352'|'edge353'	'protein_path'	ISG15 u IRF9|IRF9 u GBP1|GBP1 u IRF7
'p208'	'ISG15'|'HSPA4'|'NFKBIA'|'STAT1'	'edge5751'|'edge2615'|'edge485'	'protein_path'	ISG15 u HSPA4|HSPA4 u NFKBIA|NFKBIA u STAT1
'p209'	'APP'|'PDIA3'|'B2M'|'IRF7'	'edge518'|'edge685'|'edge727'	'protein_path'	APP u PDIA3|PDIA3 d B2M|B2M u IRF7
'p210'	'ISG15'|'PPM1B'|'UBE2L6'|'STAT1'	'edge3861'|'edge863'|'edge2312'	'protein_path'	ISG15 d PPM1B|PPM1B d UBE2L6|UBE2L6 d STAT1
'p211'	'ISG15'|'IFITM1'|'IRF5'|'STAT1'	'edge939'|'edge1755'|'edge3807'	'protein_path'	ISG15 u IFITM1|IFITM1 u IRF5|IRF5 u STAT1
'p212'	'ISG15'|'GAPDH'|'EP300'|'IRF7'	'edge561'|'edge5117'|'edge1818'	'protein_path'	ISG15 u GAPDH|GAPDH u EP300|EP300 u IRF7
'p213'	'ISG15'|'IRF5'|'IFNA2'|'IRF7'	'edge1376'|'edge4691'|'edge1230'	'protein_path'	ISG15 u IRF5|IRF5 d IFNA2|IFNA2 d IRF7
'p214'	'APP'|'HGS'|'CBL'|'TRIM21'	'edge729'|'edge1002'|'edge604'	'protein_path'	APP u HGS|HGS d CBL|CBL u TRIM21
'p215'	'APP'|'HSP90AA1'|'HSPA8'|'FGFR3'	'edge1963'|'edge2608'|'edge3543'	'protein_path'	APP u HSP90AA1|HSP90AA1 u HSPA8|HSPA8 u FGFR3
'p216'	'APP'|'MAP3K11'|'CDC37'|'FGFR3'	'edge2393'|'edge263'|'edge2892'	'protein_path'	APP u MAP3K11|MAP3K11 u CDC37|CDC37 u FGFR3
'p217'	'APP'|'SSTR1'|'SRC'|'STAT1'	'edge1080'|'edge1257'|'edge5455'	'protein_path'	APP u SSTR1|SSTR1 u SRC|SRC d STAT1
'p218'	'ISG15'|'GBP2'|'IRF7'	'edge5164'|'edge830'	'protein_path'	ISG15 u GBP2|GBP2 u IRF7
'p219'	'ISG15'|'IRF6'|'TP73'|'FGFR3'	'edge5659'|'edge803'|'edge788'	'protein_path'	ISG15 u IRF6|IRF6 d TP73|TP73 d FGFR3
'p220'	'THBS1'|'ITGA4'|'CBL'|'TRIM21'	'edge5579'|'edge2058'|'edge604'	'protein_path'	THBS1 u ITGA4|ITGA4 u CBL|CBL u TRIM21
'p221'	'ISG15'|'EGR1'|'RELB'|'STAT1'	'edge5772'|'edge930'|'edge1601'	'protein_path'	ISG15 u EGR1|EGR1 u RELB|RELB u STAT1
'p222'	'APP'|'TBX3'|'HDAC1'|'TRIM21'	'edge4798'|'edge5276'|'edge5731'	'protein_path'	APP u TBX3|TBX3 u HDAC1|HDAC1 u TRIM21
'p223'	'ISG15'|'OAS3'|'IFI6'|'IRF7'	'edge608'|'edge559'|'edge947'	'protein_path'	ISG15 u OAS3|OAS3 u IFI6|IFI6 u IRF7
'p224'	'LAMB1'|'GFI1B'|'BRCA1'|'STAT1'	'edge5073'|'edge1565'|'edge164'	'protein_path'	LAMB1 u GFI1B|GFI1B u BRCA1|BRCA1 u STAT1
'p225'	'APP'|'NOS3'|'IL22'|'STAT1'	'edge2181'|'edge2902'|'edge1607'	'protein_path'	APP u NOS3|NOS3 d IL22|IL22 d STAT1
'p226'	'ISG15'|'IRF6'|'NCAM1'|'IRF7'	'edge5659'|'edge4867'|'edge2228'	'protein_path'	ISG15 u IRF6|IRF6 u NCAM1|NCAM1 u IRF7
'p227'	'ISG15'|'EGR1'|'MX1'|'IRF7'	'edge5772'|'edge2046'|'edge1241'	'protein_path'	ISG15 u EGR1|EGR1 u MX1|MX1 u IRF7
'p228'	'APP'|'HSD17B10'|'UBE2D1'|'TRIM21'	'edge432'|'edge840'|'edge4080'	'protein_path'	APP u HSD17B10|HSD17B10 u UBE2D1|UBE2D1 u TRIM21
'p229'	'APP'|'PARK2'|'EP300'|'NUPR1'	'edge1058'|'edge3566'|'edge764'	'protein_path'	APP u PARK2|PARK2 u EP300|EP300 u NUPR1
'p230'	'ISG15'|'MX2'|'IRF3'|'TRIM21'	'edge2085'|'edge1691'|'edge4720'	'protein_path'	ISG15 u MX2|MX2 u IRF3|IRF3 u TRIM21
'p231'	'ISG15'|'RPTOR'|'HSPA4'|'FGFR3'	'edge2205'|'edge1796'|'edge3228'	'protein_path'	ISG15 u RPTOR|RPTOR u HSPA4|HSPA4 u FGFR3
'p232'	'ISG15'|'IP6K2'|'IRF7'	'edge2617'|'edge3648'	'protein_path'	ISG15 u IP6K2|IP6K2 u IRF7
'p233'	'APP'|'KAT5'|'CREBBP'|'STAT1'	'edge1643'|'edge241'|'edge2828'	'protein_path'	APP u KAT5|KAT5 u CREBBP|CREBBP d STAT1
'p234'	'APP'|'GRB2'|'PTK2'|'STAT1'	'edge558'|'edge5676'|'edge2137'	'protein_path'	APP u GRB2|GRB2 u PTK2|PTK2 u STAT1
'p235'	'FGFR3'|'GRB2'|'SOCS1'|'STAT1'	'edge5887'|'edge3091'|'edge2530'	'merlin_path'	FGFR3 u GRB2|GRB2 u SOCS1|SOCS1 d STAT1
'p236'	'LAMB1'|'GFI1B'|'IRF9'|'STAT1'	'edge5073'|'edge1843'|'edge4017'	'protein_path'	LAMB1 u GFI1B|GFI1B u IRF9|IRF9 u STAT1
'p237'	'THBS1'|'PSMD4'|'JUN'|'STAT1'	'edge1164'|'edge5217'|'edge4990'	'protein_path'	THBS1 u PSMD4|PSMD4 u JUN|JUN u STAT1
'p238'	'APP'|'HSP90AA1'|'STAT3'|'NMI'	'edge1963'|'edge492'|'edge2823'	'protein_path'	APP u HSP90AA1|HSP90AA1 u STAT3|STAT3 u NMI
'p239'	'ISG15'|'IRF1'|'IRF3'|'TRIM21'	'edge4241'|'edge283'|'edge4720'	'protein_path'	ISG15 u IRF1|IRF1 u IRF3|IRF3 u TRIM21
'p240'	'ISG15'|'MX2'|'IRF9'|'STAT1'	'edge2085'|'edge4558'|'edge4017'	'protein_path'	ISG15 u MX2|MX2 u IRF9|IRF9 u STAT1
'p241'	'ISG15'|'IRF2'|'PML'|'IRF7'	'edge5759'|'edge5350'|'edge2564'	'protein_path'	ISG15 u IRF2|IRF2 u PML|PML u IRF7
'p242'	'ISG15'|'IRF6'|'VCAM1'|'IRF7'	'edge5659'|'edge5209'|'edge4068'	'protein_path'	ISG15 u IRF6|IRF6 u VCAM1|VCAM1 u IRF7
'p243'	'APP'|'YWHAZ'|'PIK3CA'|'STAT1'	'edge5655'|'edge5072'|'edge4233'	'protein_path'	APP u YWHAZ|YWHAZ u PIK3CA|PIK3CA d STAT1
'p244'	'APP'|'CAT'|'MAPK13'|'FGFR3'	'edge2384'|'edge2880'|'edge4912'	'protein_path'	APP u CAT|CAT d MAPK13|MAPK13 u FGFR3
'p245'	'FGFR3'|'PIK3CD'|'FOSB'|'NMI'	'edge2541'|'edge1767'|'edge1126'	'merlin_path'	FGFR3 u PIK3CD|PIK3CD u FOSB|FOSB u NMI
'p246'	'FGFR3'|'NCAM1'|'GNB2L1'|'STAT1'	'edge4446'|'edge3996'|'edge3128'	'merlin_path'	FGFR3 u NCAM1|NCAM1 u GNB2L1|GNB2L1 u STAT1
'p247'	'FGFR3'|'NCAM1'|'SP100'|'IRF7'	'edge4446'|'edge1078'|'edge933'	'merlin_path'	FGFR3 u NCAM1|NCAM1 u SP100|SP100 u IRF7
'p248'	'APP'|'NOTCH1'|'VEGFA'|'FGFR3'	'edge1965'|'edge4914'|'edge4700'	'protein_path'	APP u NOTCH1|NOTCH1 d VEGFA|VEGFA d FGFR3
'p249'	'APP'|'HSP90AA1'|'EP300'|'NUPR1'	'edge1963'|'edge5218'|'edge764'	'protein_path'	APP u HSP90AA1|HSP90AA1 u EP300|EP300 u NUPR1
'p250'	'ISG15'|'ARIH1'|'IFIT1'|'IRF7'	'edge2549'|'edge3251'|'edge5458'	'protein_path'	ISG15 d ARIH1|ARIH1 d IFIT1|IFIT1 u IRF7
'p251'	'APP'|'MAPK3'|'SQSTM1'|'TRIM5'	'edge5024'|'edge5442'|'edge5758'	'protein_path'	APP u MAPK3|MAPK3 u SQSTM1|SQSTM1 u TRIM5
'p252'	'APP'|'HGS'|'DAZAP2'|'LMO2'	'edge729'|'edge3137'|'edge620'	'protein_path'	APP u HGS|HGS u DAZAP2|DAZAP2 u LMO2
'p253'	'ISG15'|'ADAR'|'OASL'|'IRF7'	'edge2553'|'edge5638'|'edge2196'	'protein_path'	ISG15 u ADAR|ADAR u OASL|OASL u IRF7
'p254'	'APP'|'COPS5'|'CDKN1B'|'TRIM21'	'edge4078'|'edge829'|'edge2631'	'protein_path'	APP u COPS5|COPS5 u CDKN1B|CDKN1B u TRIM21
'p255'	'THBS1'|'LRP1'|'GIPC1'|'NMI'	'edge2578'|'edge4566'|'edge3628'	'protein_path'	THBS1 u LRP1|LRP1 u GIPC1|GIPC1 u NMI
'p256'	'APP'|'GRB10'|'VEGFA'|'FGFR3'	'edge4977'|'edge950'|'edge4700'	'protein_path'	APP u GRB10|GRB10 d VEGFA|VEGFA d FGFR3
'p257'	'APP'|'YWHAG'|'CDK16'|'MOK'	'edge246'|'edge4138'|'edge1649'	'protein_path'	APP u YWHAG|YWHAG u CDK16|CDK16 u MOK
'p258'	'FGFR3'|'SOCS1'|'JAK3'|'STAT1'	'edge5709'|'edge4766'|'edge5212'	'merlin_path'	FGFR3 u SOCS1|SOCS1 u JAK3|JAK3 d STAT1
'p259'	'ISG15'|'ARIH1'|'HERC5'|'STAT1'	'edge2549'|'edge2693'|'edge4467'	'protein_path'	ISG15 d ARIH1|ARIH1 d HERC5|HERC5 d STAT1
'p260'	'ISG15'|'UBE2L6'|'MAPK3'|'STAT1'	'edge1623'|'edge1005'|'edge2939'	'protein_path'	ISG15 d UBE2L6|UBE2L6 d MAPK3|MAPK3 d STAT1
'p261'	'APP'|'HSPD1'|'HSPA8'|'FGFR3'	'edge5540'|'edge4760'|'edge3543'	'protein_path'	APP u HSPD1|HSPD1 u HSPA8|HSPA8 u FGFR3
'p262'	'ISG15'|'XAF1'|'OAS1'|'IRF7'	'edge3334'|'edge5774'|'edge1406'	'protein_path'	ISG15 u XAF1|XAF1 u OAS1|OAS1 u IRF7
'p263'	'THBS1'|'JAG1'|'FGF4'|'FGFR3'	'edge5136'|'edge497'|'edge1280'	'protein_path'	THBS1 u JAG1|JAG1 d FGF4|FGF4 u FGFR3
'p264'	'ISG15'|'EGR1'|'RELA'|'STAT1'	'edge5772'|'edge2794'|'edge1420'	'protein_path'	ISG15 u EGR1|EGR1 u RELA|RELA u STAT1
'p265'	'APP'|'GRB2'|'RADIL'|'FGFR3'	'edge558'|'edge4885'|'edge5645'	'protein_path'	APP u GRB2|GRB2 u RADIL|RADIL u FGFR3
'p266'	'FGFR3'|'FGFR2'|'RUNX2'|'STAT1'	'edge3449'|'edge5470'|'edge3413'	'merlin_path'	FGFR3 u FGFR2|FGFR2 d RUNX2|RUNX2 u STAT1
'p267'	'ISG15'|'IRF4'|'IRF3'|'TRIM21'	'edge2819'|'edge4180'|'edge4720'	'protein_path'	ISG15 u IRF4|IRF4 u IRF3|IRF3 u TRIM21
'p268'	'APP'|'EDNRA'|'SRC'|'STAT1'	'edge4230'|'edge3313'|'edge5455'	'protein_path'	APP u EDNRA|EDNRA u SRC|SRC d STAT1
'p269'	'APP'|'HSP90AA1'|'CKS2'|'MOK'	'edge1963'|'edge2220'|'edge2222'	'protein_path'	APP u HSP90AA1|HSP90AA1 u CKS2|CKS2 u MOK
'p270'	'ISG15'|'IRF2'|'STAT2'|'NMI'	'edge5759'|'edge4407'|'edge1173'	'protein_path'	ISG15 u IRF2|IRF2 u STAT2|STAT2 u NMI
'p271'	'FGFR3'|'PIK3CG'|'FYN'|'STAT1'	'edge396'|'edge5200'|'edge5190'	'merlin_path'	FGFR3 u PIK3CG|PIK3CG d FYN|FYN d STAT1
'p272'	'ISG15'|'OAS2'|'HLA-DRB5'|'IRF7'	'edge2000'|'edge4450'|'edge4362'	'protein_path'	ISG15 u OAS2|OAS2 u HLA-DRB5|HLA-DRB5 u IRF7
'p273'	'FGFR3'|'FGF10'|'TP53'|'STAT1'	'edge311'|'edge231'|'edge1346'	'merlin_path'	FGFR3 u FGF10|FGF10 d TP53|TP53 u STAT1
'p274'	'MAGED2'|'TP53'|'CD44'|'IRF7'	'edge756'|'edge5222'|'edge3909'	'protein_path'	MAGED2 u TP53|TP53 u CD44|CD44 u IRF7
'p275'	'APP'|'ECSIT'|'MAVS'|'STAT1'	'edge4402'|'edge4082'|'edge3940'	'protein_path'	APP u ECSIT|ECSIT u MAVS|MAVS u STAT1
'p276'	'ISG15'|'HSPB1'|'EGFR'|'STAT1'	'edge3238'|'edge2646'|'edge2906'	'protein_path'	ISG15 u HSPB1|HSPB1 u EGFR|EGFR d STAT1
'p277'	'APP'|'SRGN'|'CD44'|'IRF7'	'edge789'|'edge3333'|'edge3909'	'protein_path'	APP d SRGN|SRGN u CD44|CD44 u IRF7
'p278'	'APP'|'HSPA8'|'CDK2'|'MOK'	'edge1229'|'edge2371'|'edge2963'	'protein_path'	APP u HSPA8|HSPA8 u CDK2|CDK2 u MOK
'p279'	'ISG15'|'EIF4A3'|'SMAD4'|'IRF7'	'edge3962'|'edge600'|'edge766'	'protein_path'	ISG15 d EIF4A3|EIF4A3 u SMAD4|SMAD4 u IRF7
'p280'	'APP'|'NEDD8'|'EGFR'|'STAT1'	'edge3797'|'edge1185'|'edge2906'	'protein_path'	APP u NEDD8|NEDD8 u EGFR|EGFR d STAT1
'p281'	'ISG15'|'HSPA4'|'AGT'|'STAT1'	'edge5751'|'edge1841'|'edge224'	'protein_path'	ISG15 u HSPA4|HSPA4 d AGT|AGT d STAT1
'p282'	'FGFR3'|'GRB2'|'B2M'|'IRF7'	'edge5887'|'edge805'|'edge727'	'merlin_path'	FGFR3 u GRB2|GRB2 u B2M|B2M u IRF7
'p283'	'ISG15'|'UBA52'|'FANCC'|'STAT1'	'edge859'|'edge5852'|'edge4985'	'protein_path'	ISG15 u UBA52|UBA52 d FANCC|FANCC u STAT1
'p284'	'THBS1'|'PSMD4'|'CUL1'|'TRIM21'	'edge1164'|'edge1854'|'edge1110'	'protein_path'	THBS1 u PSMD4|PSMD4 u CUL1|CUL1 u TRIM21
'p285'	'FGFR3'|'HSPA4'|'DUSP1'|'STAT1'	'edge3228'|'edge2238'|'edge5505'	'merlin_path'	FGFR3 u HSPA4|HSPA4 u DUSP1|DUSP1 d STAT1
'p286'	'APP'|'COPS5'|'SKP2'|'TRIM21'	'edge4078'|'edge1614'|'edge1599'	'protein_path'	APP u COPS5|COPS5 u SKP2|SKP2 u TRIM21
'p287'	'ISG15'|'RNASEL'|'CHUK'|'IRF7'	'edge2863'|'edge342'|'edge5214'	'protein_path'	ISG15 u RNASEL|RNASEL u CHUK|CHUK u IRF7
'p288'	'THBS1'|'FN1'|'MYC'|'TRIM21'	'edge2696'|'edge592'|'edge2124'	'protein_path'	THBS1 u FN1|FN1 u MYC|MYC u TRIM21
'p289'	'APP'|'PTAFR'|'IRF2'|'IRF7'	'edge5057'|'edge5626'|'edge1082'	'protein_path'	APP u PTAFR|PTAFR u IRF2|IRF2 u IRF7
'p290'	'APP'|'MAPK1'|'HSPA4'|'STAT1'	'edge2168'|'edge3876'|'edge2372'	'protein_path'	APP u MAPK1|MAPK1 u HSPA4|HSPA4 u STAT1
'p291'	'APP'|'CALR'|'HLA-A'|'IRF7'	'edge3072'|'edge3978'|'edge5'	'protein_path'	APP u CALR|CALR d HLA-A|HLA-A u IRF7
'p292'	'ISG15'|'EIF4E'|'CREBBP'|'STAT1'	'edge1353'|'edge4644'|'edge2828'	'protein_path'	ISG15 d EIF4E|EIF4E u CREBBP|CREBBP d STAT1
'p293'	'ISG15'|'HLA-B'|'IRF7'	'edge247'|'edge5413'	'protein_path'	ISG15 u HLA-B|HLA-B u IRF7
'p294'	'ISG15'|'IRF9'|'IRF6'|'IRF7'	'edge1084'|'edge2737'|'edge5807'	'protein_path'	ISG15 u IRF9|IRF9 u IRF6|IRF6 u IRF7
'p295'	'ISG15'|'MX2'|'OAS2'|'IRF7'	'edge2085'|'edge3090'|'edge2886'	'protein_path'	ISG15 u MX2|MX2 u OAS2|OAS2 u IRF7
